pdb_path	finalscore	n_events	error
non_preferred_rotamer_muOR_6QZH_binder_renum_0812.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0814.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0813.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0817.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0816.pdb	7.0	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0818.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0820.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0822.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0823.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0830.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0828.pdb	8.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0826.pdb	7.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0833.pdb	8.0	13	
non_preferred_rotamer_muOR_6QZH_binder_renum_0831.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0834.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0835.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0836.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0837.pdb	5.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0838.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0842.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0839.pdb	7.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0845.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0841.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0844.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0846.pdb	6.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0847.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0849.pdb	2.5	3	
non_preferred_rotamer_muOR_6QZH_binder_renum_0854.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0850.pdb	7.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0858.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0856.pdb	7.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0860.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0855.pdb	9.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0864.pdb	2.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0869.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0865.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0866.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0870.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0871.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0867.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0874.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0875.pdb	7.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0877.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0878.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0883.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0881.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0882.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0876.pdb	8.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0879.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0884.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0885.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0886.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0891.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0896.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0889.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0887.pdb	6.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0894.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0901.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0898.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0902.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0899.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0903.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0906.pdb	4.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0904.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0905.pdb	7.0	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0910.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0909.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0908.pdb	8.5	12	
non_preferred_rotamer_muOR_6QZH_binder_renum_0911.pdb	8.0	13	
non_preferred_rotamer_muOR_6QZH_binder_renum_0912.pdb	6.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0914.pdb	9.0	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0918.pdb	5.5	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0913.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0919.pdb	4.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0921.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0920.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0922.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0925.pdb	3.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0923.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0926.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0924.pdb	5.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0931.pdb	4.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0928.pdb	6.0	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0927.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0941.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0932.pdb	6.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0944.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0936.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0943.pdb	8.5	11	
non_preferred_rotamer_muOR_6QZH_binder_renum_0947.pdb	4.0	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0946.pdb	4.0	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0945.pdb	5.0	7	
non_preferred_rotamer_muOR_6QZH_binder_renum_0949.pdb	7.5	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0952.pdb	3.0	4	
non_preferred_rotamer_muOR_6QZH_binder_renum_0950.pdb	6.0	9	
non_preferred_rotamer_muOR_6QZH_binder_renum_0954.pdb	4.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0953.pdb	6.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0955.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0957.pdb	5.5	8	
non_preferred_rotamer_muOR_6QZH_binder_renum_0956.pdb	7.5	10	
non_preferred_rotamer_muOR_6QZH_binder_renum_0960.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0959.pdb	3.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0963.pdb	5.5	6	
non_preferred_rotamer_muOR_6QZH_binder_renum_0962.pdb	4.5	5	
non_preferred_rotamer_muOR_6QZH_binder_renum_0961.pdb	9.5	14	
representives_muOR_6QZH_0313.pdb	4.5	7	
representives_muOR_6QZH_0462.pdb	3.0	4	
representives_muOR_6QZH_0469.pdb	4.0	5	
representives_muOR_6QZH_0482.pdb	3.0	4	
representives_muOR_6QZH_0595.pdb	6.0	8	
res2_2_muOR_6QZH_0001.pdb	5.5	8	
representives_muOR_6QZH_0597.pdb	5.0	6	
res2_2_muOR_6QZH_0002.pdb	6.0	8	
res2_2_muOR_6QZH_0012.pdb	6.0	8	
res2_2_muOR_6QZH_0023.pdb	3.5	4	
res2_2_muOR_6QZH_0014.pdb	5.5	8	
res2_2_muOR_6QZH_0026.pdb	5.5	8	
res2_2_muOR_6QZH_0021.pdb	5.5	6	
res2_2_muOR_6QZH_0028.pdb	5.5	6	
res2_2_muOR_6QZH_0029.pdb	6.0	9	
res2_2_muOR_6QZH_0030.pdb	5.0	5	
res2_2_muOR_6QZH_0034.pdb	4.5	5	
res2_2_muOR_6QZH_0031.pdb	4.5	7	
res2_2_muOR_6QZH_0039.pdb	6.0	6	
res2_2_muOR_6QZH_0040.pdb	3.5	4	
res2_2_muOR_6QZH_0046.pdb	4.0	5	
res2_2_muOR_6QZH_0054.pdb	4.5	7	
res2_2_muOR_6QZH_0053.pdb	5.5	7	
res2_2_muOR_6QZH_0048.pdb	3.0	5	
res2_2_muOR_6QZH_0057.pdb	6.0	8	
res2_2_muOR_6QZH_0060.pdb	3.5	4	
res2_2_muOR_6QZH_0055.pdb	5.5	6	
res2_2_muOR_6QZH_0062.pdb	4.5	6	
res2_2_muOR_6QZH_0068.pdb	7.0	9	
res2_2_muOR_6QZH_0071.pdb	4.0	5	
res2_2_muOR_6QZH_0077.pdb	5.0	7	
res2_2_muOR_6QZH_0072.pdb	8.0	12	
res2_2_muOR_6QZH_0086.pdb	6.5	8	
res2_2_muOR_6QZH_0080.pdb	5.0	7	
res2_2_muOR_6QZH_0084.pdb	6.0	8	
res2_2_muOR_6QZH_0089.pdb	4.5	7	
res2_2_muOR_6QZH_0096.pdb	6.5	9	
res2_2_muOR_6QZH_0110.pdb	4.5	6	
res2_2_muOR_6QZH_0109.pdb	5.0	7	
res2_2_muOR_6QZH_0112.pdb	3.5	4	
res2_2_muOR_6QZH_0117.pdb	3.0	4	
res2_2_muOR_6QZH_0113.pdb	6.0	10	
res2_2_muOR_6QZH_0116.pdb	5.5	7	
res2_2_muOR_6QZH_0124.pdb	4.0	5	
res2_2_muOR_6QZH_0127.pdb	5.0	6	
res2_2_muOR_6QZH_0131.pdb	4.5	5	
res2_2_muOR_6QZH_0134.pdb	4.0	6	
res2_2_muOR_6QZH_0129.pdb	4.5	6	
res2_2_muOR_6QZH_0141.pdb	5.0	6	
res2_2_muOR_6QZH_0148.pdb	3.0	4	
res2_2_muOR_6QZH_0142.pdb	4.5	6	
res2_2_muOR_6QZH_0154.pdb	5.5	6	
res2_2_muOR_6QZH_0153.pdb	6.0	7	
res2_2_muOR_6QZH_0156.pdb	6.0	8	
res2_2_muOR_6QZH_0160.pdb	6.0	7	
res2_2_muOR_6QZH_0158.pdb	4.5	7	
res2_2_muOR_6QZH_0163.pdb	4.0	5	
res2_2_muOR_6QZH_0167.pdb	5.5	8	
res2_2_muOR_6QZH_0166.pdb	3.5	6	
res2_2_muOR_6QZH_0168.pdb	7.0	9	
res2_2_muOR_6QZH_0170.pdb	6.5	10	
res2_2_muOR_6QZH_0173.pdb	5.5	7	
res2_2_muOR_6QZH_0177.pdb	6.5	7	
res2_2_muOR_6QZH_0178.pdb	4.5	6	
res2_2_muOR_6QZH_0179.pdb	3.5	5	
res2_2_muOR_6QZH_0180.pdb	4.5	5	
res2_2_muOR_6QZH_0181.pdb	4.0	6	
res2_2_muOR_6QZH_0183.pdb	4.5	5	
res2_2_muOR_6QZH_0184.pdb	3.0	4	
res2_2_muOR_6QZH_0185.pdb	6.5	8	
res2_2_muOR_6QZH_0190.pdb	5.5	6	
res2_2_muOR_6QZH_0186.pdb	6.5	8	
res2_2_muOR_6QZH_0193.pdb	4.5	5	
res2_2_muOR_6QZH_0196.pdb	4.0	6	
res2_2_muOR_6QZH_0197.pdb	6.0	9	
res2_2_muOR_6QZH_0194.pdb	3.5	4	
res2_2_muOR_6QZH_0199.pdb	5.0	6	
res2_2_muOR_6QZH_0200.pdb	5.0	6	
res2_2_muOR_6QZH_0203.pdb	6.0	8	
res2_2_muOR_6QZH_0202.pdb	6.0	9	
res2_2_muOR_6QZH_0210.pdb	3.5	4	
res2_2_muOR_6QZH_0218.pdb	3.5	5	
res2_2_muOR_6QZH_0226.pdb	2.5	3	
res2_2_muOR_6QZH_0214.pdb	6.0	8	
res2_2_muOR_6QZH_0220.pdb	6.0	7	
res2_2_muOR_6QZH_0229.pdb	5.5	7	
res2_2_muOR_6QZH_0234.pdb	5.0	7	
res2_2_muOR_6QZH_0235.pdb	4.0	6	
res2_2_muOR_6QZH_0239.pdb	4.0	5	
res2_2_muOR_6QZH_0248.pdb	3.5	5	
res2_2_muOR_6QZH_0245.pdb	4.0	5	
res2_2_muOR_6QZH_0241.pdb	6.5	9	
res2_2_muOR_6QZH_0244.pdb	6.0	7	
res2_2_muOR_6QZH_0250.pdb	5.0	7	
res2_2_muOR_6QZH_0261.pdb	6.5	9	
res2_2_muOR_6QZH_0266.pdb	6.0	8	
res2_2_muOR_6QZH_0260.pdb	7.0	9	
res2_2_muOR_6QZH_0267.pdb	3.5	4	
res2_2_muOR_6QZH_0268.pdb	5.0	7	
res2_2_muOR_6QZH_0270.pdb	5.0	5	
res2_2_muOR_6QZH_0273.pdb	5.0	8	
res2_2_muOR_6QZH_0279.pdb	6.5	7	
res2_2_muOR_6QZH_0284.pdb	7.0	9	
res2_2_muOR_6QZH_0292.pdb	3.5	4	
res2_2_muOR_6QZH_0289.pdb	5.0	6	
res2_2_muOR_6QZH_0286.pdb	5.5	8	
res2_2_muOR_6QZH_0288.pdb	9.0	14	
res2_2_muOR_6QZH_0290.pdb	4.0	6	
res2_2_muOR_6QZH_0293.pdb	6.0	9	
res2_2_muOR_6QZH_0295.pdb	6.0	8	
res2_2_muOR_6QZH_0298.pdb	5.5	6	
res2_2_muOR_6QZH_0301.pdb	6.0	8	
res2_2_muOR_6QZH_0307.pdb	4.0	5	
res2_2_muOR_6QZH_0300.pdb	6.5	9	
res2_2_muOR_6QZH_0311.pdb	4.5	5	
res2_2_muOR_6QZH_0305.pdb	6.5	9	
res2_2_muOR_6QZH_0320.pdb	4.0	5	
res2_2_muOR_6QZH_0318.pdb	6.0	7	
res2_2_muOR_6QZH_0322.pdb	6.0	9	
res2_2_muOR_6QZH_0326.pdb	6.0	8	
res2_2_muOR_6QZH_0324.pdb	3.5	4	
res2_2_muOR_6QZH_0327.pdb	6.0	9	
res2_2_muOR_6QZH_0333.pdb	5.0	7	
res2_2_muOR_6QZH_0334.pdb	7.0	8	
res2_2_muOR_6QZH_0341.pdb	3.5	5	
res2_2_muOR_6QZH_0337.pdb	7.0	11	
res2_2_muOR_6QZH_0343.pdb	4.0	8	
res2_2_muOR_6QZH_0345.pdb	4.0	6	
res2_2_muOR_6QZH_0344.pdb	4.5	5	
res2_2_muOR_6QZH_0351.pdb	4.5	6	
res2_2_muOR_6QZH_0350.pdb	6.5	8	
res2_2_muOR_6QZH_0356.pdb	4.5	6	
res2_2_muOR_6QZH_0357.pdb	3.0	3	
res2_2_muOR_6QZH_0358.pdb	5.5	7	
res2_2_muOR_6QZH_0360.pdb	4.0	5	
res2_2_muOR_6QZH_0365.pdb	5.5	6	
res2_2_muOR_6QZH_0359.pdb	4.5	6	
res2_2_muOR_6QZH_0368.pdb	5.5	7	
res2_2_muOR_6QZH_0367.pdb	5.5	7	
res2_2_muOR_6QZH_0372.pdb	4.0	6	
res2_2_muOR_6QZH_0369.pdb	5.0	7	
res2_2_muOR_6QZH_0382.pdb	3.5	4	
res2_2_muOR_6QZH_0373.pdb	4.5	7	
res2_2_muOR_6QZH_0385.pdb	4.5	5	
res2_2_muOR_6QZH_0389.pdb	4.5	5	
res2_2_muOR_6QZH_0378.pdb	7.0	10	
res2_2_muOR_6QZH_0391.pdb	5.0	7	
res2_2_muOR_6QZH_0396.pdb	6.0	8	
res2_2_muOR_6QZH_0393.pdb	6.5	9	
res2_2_muOR_6QZH_0399.pdb	4.5	6	
res2_2_muOR_6QZH_0398.pdb	5.5	6	
res2_2_muOR_6QZH_0400.pdb	5.0	6	
res2_2_muOR_6QZH_0408.pdb	4.5	5	
res2_2_muOR_6QZH_0403.pdb	7.0	8	
res2_2_muOR_6QZH_0411.pdb	5.5	7	
res2_2_muOR_6QZH_0405.pdb	4.0	6	
res2_2_muOR_6QZH_0415.pdb	5.0	6	
res2_2_muOR_6QZH_0417.pdb	5.0	6	
res2_2_muOR_6QZH_0416.pdb	6.5	9	
res2_2_muOR_6QZH_0422.pdb	4.5	6	
res2_2_muOR_6QZH_0427.pdb	4.0	5	
res2_2_muOR_6QZH_0432.pdb	5.5	7	
res2_2_muOR_6QZH_0421.pdb	7.0	11	
res2_2_muOR_6QZH_0425.pdb	5.0	7	
res2_2_muOR_6QZH_0419.pdb	9.5	15	
res2_2_muOR_6QZH_0434.pdb	6.0	8	
res2_2_muOR_6QZH_0435.pdb	5.5	6	
res2_2_muOR_6QZH_0442.pdb	5.0	7	
res2_2_muOR_6QZH_0441.pdb	6.0	8	
res2_2_muOR_6QZH_0443.pdb	3.0	5	
res2_2_muOR_6QZH_0452.pdb	5.0	6	
res2_2_muOR_6QZH_0445.pdb	5.0	6	
res2_2_muOR_6QZH_0447.pdb	6.5	8	
res2_2_muOR_6QZH_0456.pdb	5.0	6	
res2_2_muOR_6QZH_0455.pdb	5.0	6	
res2_2_muOR_6QZH_0463.pdb	4.0	6	
res2_2_muOR_6QZH_0459.pdb	6.0	7	
res2_2_muOR_6QZH_0466.pdb	4.5	5	
res2_2_muOR_6QZH_0464.pdb	6.5	9	
res2_2_muOR_6QZH_0467.pdb	6.0	6	
res2_2_muOR_6QZH_0457.pdb	8.0	12	
res2_2_muOR_6QZH_0474.pdb	7.0	8	
res2_2_muOR_6QZH_0475.pdb	4.5	5	
res2_2_muOR_6QZH_0472.pdb	7.0	9	
res2_2_muOR_6QZH_0488.pdb	2.5	4	
res2_2_muOR_6QZH_0477.pdb	6.0	8	
res2_2_muOR_6QZH_0478.pdb	7.0	8	
res2_2_muOR_6QZH_0480.pdb	5.5	6	
res2_2_muOR_6QZH_0486.pdb	6.0	8	
res2_2_muOR_6QZH_0499.pdb	4.5	6	
res2_2_muOR_6QZH_0500.pdb	3.0	4	
res2_2_muOR_6QZH_0498.pdb	4.0	6	
res2_2_muOR_6QZH_0492.pdb	8.0	13	
res2_2_muOR_6QZH_0508.pdb	5.5	6	
res2_2_muOR_6QZH_0511.pdb	4.5	5	
res2_2_muOR_6QZH_0505.pdb	5.0	6	
res2_2_muOR_6QZH_0510.pdb	8.0	12	
res2_2_muOR_6QZH_0512.pdb	8.0	10	
res2_2_muOR_6QZH_0514.pdb	4.5	6	
res2_2_muOR_6QZH_0517.pdb	7.0	9	
res2_2_muOR_6QZH_0535.pdb	4.0	6	
res2_2_muOR_6QZH_0531.pdb	4.0	6	
res2_2_muOR_6QZH_0536.pdb	3.5	4	
res2_2_muOR_6QZH_0527.pdb	5.5	7	
res2_2_muOR_6QZH_0537.pdb	7.0	10	
res2_2_muOR_6QZH_0539.pdb	3.5	4	
res2_2_muOR_6QZH_0541.pdb	5.0	6	
res2_2_muOR_6QZH_0542.pdb	5.5	6	
res2_2_muOR_6QZH_0547.pdb	5.5	7	
res2_2_muOR_6QZH_0543.pdb	7.5	9	
res2_2_muOR_6QZH_0544.pdb	5.0	6	
res2_2_muOR_6QZH_0545.pdb	6.0	7	
res2_2_muOR_6QZH_0548.pdb	4.0	5	
res2_2_muOR_6QZH_0550.pdb	3.5	4	
res2_2_muOR_6QZH_0555.pdb	7.5	10	
res2_2_muOR_6QZH_0557.pdb	4.5	6	
res2_2_muOR_6QZH_0558.pdb	3.5	4	
res2_2_muOR_6QZH_0559.pdb	6.0	8	
res2_2_muOR_6QZH_0556.pdb	4.0	6	
res2_2_muOR_6QZH_0564.pdb	3.5	5	
res2_2_muOR_6QZH_0562.pdb	5.5	7	
res2_2_muOR_6QZH_0570.pdb	4.5	5	
res2_2_muOR_6QZH_0575.pdb	3.5	4	
res2_2_muOR_6QZH_0579.pdb	4.5	5	
res2_2_muOR_6QZH_0578.pdb	5.5	8	
res2_2_muOR_6QZH_0580.pdb	4.5	6	
res2_2_muOR_6QZH_0571.pdb	7.5	12	
res2_2_muOR_6QZH_0586.pdb	5.0	6	
res2_2_muOR_6QZH_0584.pdb	7.0	11	
res2_2_muOR_6QZH_0587.pdb	6.5	8	
res2_2_muOR_6QZH_0591.pdb	3.5	4	
res2_2_muOR_6QZH_0610.pdb	6.5	9	
res2_2_muOR_6QZH_0605.pdb	6.0	7	
res2_2_muOR_6QZH_0600.pdb	6.0	7	
res2_2_muOR_6QZH_0602.pdb	6.0	9	
res2_2_muOR_6QZH_0611.pdb	7.5	10	
res2_2_muOR_6QZH_0613.pdb	4.0	6	
res2_2_muOR_6QZH_0617.pdb	5.5	7	
res2_2_muOR_6QZH_0620.pdb	5.0	7	
res2_2_muOR_6QZH_0619.pdb	6.5	9	
res2_2_muOR_6QZH_0638.pdb	4.0	6	
res2_2_muOR_6QZH_0654.pdb	3.5	4	
res2_2_muOR_6QZH_0634.pdb	5.0	6	
res2_2_muOR_6QZH_0645.pdb	6.5	9	
res2_2_muOR_6QZH_0651.pdb	8.0	13	
res2_2_muOR_6QZH_0656.pdb	5.0	7	
res2_2_muOR_6QZH_0662.pdb	3.5	4	
res2_2_muOR_6QZH_0664.pdb	4.5	5	
res2_2_muOR_6QZH_0668.pdb	4.5	5	
res2_2_muOR_6QZH_0660.pdb	7.5	11	
res2_2_muOR_6QZH_0667.pdb	5.0	6	
res2_2_muOR_6QZH_0669.pdb	5.0	6	
res2_2_muOR_6QZH_0670.pdb	4.0	6	
res2_2_muOR_6QZH_0673.pdb	4.0	5	
res2_2_muOR_6QZH_0671.pdb	8.5	11	
res2_2_muOR_6QZH_0677.pdb	7.0	10	
res2_2_muOR_6QZH_0683.pdb	7.0	10	
res2_2_muOR_6QZH_0698.pdb	4.5	6	
res2_2_muOR_6QZH_0675.pdb	6.0	9	
res2_2_muOR_6QZH_0689.pdb	6.0	8	
res2_2_muOR_6QZH_0699.pdb	5.0	7	
res2_2_muOR_6QZH_0701.pdb	7.0	9	
res2_2_muOR_6QZH_0706.pdb	3.0	3	
res2_2_muOR_6QZH_0716.pdb	6.5	9	
res2_2_muOR_6QZH_0704.pdb	7.0	10	
res2_2_muOR_6QZH_0708.pdb	9.0	11	
res2_2_muOR_6QZH_0717.pdb	5.5	10	
res2_2_muOR_6QZH_0709.pdb	2.5	4	
res2_2_muOR_6QZH_0721.pdb	4.0	5	
res2_2_muOR_6QZH_0722.pdb	5.0	6	
res2_2_muOR_6QZH_0726.pdb	3.5	4	
res2_2_muOR_6QZH_0723.pdb	6.0	8	
res2_2_muOR_6QZH_0725.pdb	4.0	5	
res2_2_muOR_6QZH_0733.pdb	5.0	6	
res2_2_muOR_6QZH_0731.pdb	5.5	9	
res2_2_muOR_6QZH_0739.pdb	6.0	6	
res2_2_muOR_6QZH_0740.pdb	3.5	4	
res2_2_muOR_6QZH_0741.pdb	6.0	8	
res2_2_muOR_6QZH_0744.pdb	5.0	6	
res2_2_muOR_6QZH_0745.pdb	5.0	7	
res2_2_muOR_6QZH_0746.pdb	5.0	6	
res2_2_muOR_6QZH_0749.pdb	4.0	5	
res2_2_muOR_6QZH_0747.pdb	4.5	5	
res2_2_muOR_6QZH_0748.pdb	5.0	6	
res2_3_muOR_6QZH_0002.pdb	6.0	8	
res2_3_muOR_6QZH_0023.pdb	3.5	4	
res2_3_muOR_6QZH_0054.pdb	4.5	7	
res2_3_muOR_6QZH_0040.pdb	3.5	4	
res2_3_muOR_6QZH_0117.pdb	3.0	4	
res2_3_muOR_6QZH_0060.pdb	3.5	4	
res2_3_muOR_6QZH_0084.pdb	6.0	8	
res2_3_muOR_6QZH_0086.pdb	6.5	8	
res2_3_muOR_6QZH_0127.pdb	5.0	6	
res2_3_muOR_6QZH_0134.pdb	4.0	6	
res2_3_muOR_6QZH_0180.pdb	4.5	5	
res2_3_muOR_6QZH_0156.pdb	6.0	8	
res2_3_muOR_6QZH_0153.pdb	6.0	7	
res2_3_muOR_6QZH_0186.pdb	6.5	8	
res2_3_muOR_6QZH_0210.pdb	3.5	4	
res2_3_muOR_6QZH_0199.pdb	5.0	6	
res2_3_muOR_6QZH_0261.pdb	6.5	9	
res2_3_muOR_6QZH_0267.pdb	3.5	4	
res2_3_muOR_6QZH_0289.pdb	5.0	6	
res2_3_muOR_6QZH_0292.pdb	3.5	4	
res2_3_muOR_6QZH_0324.pdb	3.5	4	
res2_3_muOR_6QZH_0284.pdb	7.0	9	
res2_3_muOR_6QZH_0295.pdb	6.0	8	
res2_3_muOR_6QZH_0326.pdb	6.0	8	
res2_3_muOR_6QZH_0327.pdb	6.0	9	
res2_3_muOR_6QZH_0333.pdb	5.0	7	
res2_3_muOR_6QZH_0372.pdb	4.0	6	
res2_3_muOR_6QZH_0345.pdb	4.0	6	
res2_3_muOR_6QZH_0390.pdb	5.5	7	
res2_3_muOR_6QZH_0373.pdb	4.5	7	
res2_3_muOR_6QZH_0400.pdb	5.0	6	
res2_3_muOR_6QZH_0403.pdb	7.0	8	
res2_3_muOR_6QZH_0405.pdb	4.0	6	
res2_3_muOR_6QZH_0419.pdb	9.5	15	
res2_3_muOR_6QZH_0420.pdb	4.5	5	
res2_3_muOR_6QZH_0422.pdb	4.5	6	
res2_3_muOR_6QZH_0443.pdb	3.0	5	
res2_3_muOR_6QZH_0441.pdb	6.0	8	
res2_3_muOR_6QZH_0459.pdb	6.0	7	
res2_3_muOR_6QZH_0477.pdb	6.0	8	
res2_3_muOR_6QZH_0488.pdb	2.5	4	
res2_3_muOR_6QZH_0539.pdb	3.5	4	
res2_3_muOR_6QZH_0550.pdb	3.5	4	
res2_3_muOR_6QZH_0545.pdb	6.0	7	
res2_3_muOR_6QZH_0505.pdb	5.0	6	
res2_3_muOR_6QZH_0533.pdb	7.0	11	
res2_3_muOR_6QZH_0558.pdb	3.5	4	
res2_3_muOR_6QZH_0547.pdb	5.5	7	
res2_3_muOR_6QZH_0562.pdb	5.5	7	
res2_3_muOR_6QZH_0591.pdb	3.5	4	
res2_3_muOR_6QZH_0654.pdb	3.5	4	
res2_3_muOR_6QZH_0662.pdb	3.5	4	
res2_3_muOR_6QZH_0605.pdb	6.0	7	
res2_3_muOR_6QZH_0695.pdb	6.0	8	
res2_3_muOR_6QZH_0619.pdb	6.5	9	
res2_3_muOR_6QZH_0671.pdb	8.5	11	
res2_3_muOR_6QZH_0699.pdb	5.0	7	
res2_3_muOR_6QZH_0701.pdb	7.0	9	
res2_3_muOR_6QZH_0708.pdb	9.0	11	
res2_3_muOR_6QZH_0722.pdb	5.0	6	
res2_3_muOR_6QZH_0739.pdb	6.0	6	
res2_3_muOR_6QZH_0740.pdb	3.5	4	
res2_3_muOR_6QZH_0745.pdb	5.0	7	
res2_3_muOR_6QZH_0748.pdb	5.0	6	
res2_3_muOR_6QZH_0749.pdb	4.0	5	
